sample_id,cancer_type,reference_dataset,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,NK,Neutrophils
TCGA-DJ-A13S-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.702,0.002,0.22,0.051,0.024,0,0,0
TCGA-ET-A3DR-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.726,0,0.162,0.111,0,0.001,0,0
TCGA-DJ-A13O-01A,THCA,simu_bulk_2ds_ref,0.063,0.051,0.019,0.643,0,0.062,0.058,0.103,0.001,0.001,0
TCGA-EM-A22N-01A,THCA,simu_bulk_2ds_ref,0.019,0,0,0.592,0,0.217,0.099,0.069,0,0.004,0
TCGA-E8-A414-01A,THCA,simu_bulk_2ds_ref,0.015,0.031,0.001,0.46,0.001,0.131,0.244,0.108,0.007,0.001,0.003
TCGA-ET-A3BU-01A,THCA,simu_bulk_2ds_ref,0,0.011,0,0.649,0,0.186,0.095,0.058,0.002,0,0
TCGA-EL-A3ZT-01A,THCA,simu_bulk_2ds_ref,0,0.01,0.001,0.709,0,0.165,0.073,0.04,0.001,0,0
TCGA-ET-A39S-01A,THCA,simu_bulk_2ds_ref,0,0.008,0,0.635,0,0.183,0.129,0.038,0.007,0,0
TCGA-EM-A3O6-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.616,0,0.305,0.074,0,0,0.004,0
TCGA-ET-A3DU-01A,THCA,simu_bulk_2ds_ref,0.114,0.035,0.074,0.428,0.002,0.062,0.069,0.204,0,0.011,0
TCGA-DJ-A1QN-01A,THCA,simu_bulk_2ds_ref,0,0.018,0,0.667,0,0.136,0.072,0.102,0.002,0.004,0
TCGA-ET-A3DP-01A,THCA,simu_bulk_2ds_ref,0,0.024,0,0.609,0,0.15,0.105,0.109,0.002,0.001,0
TCGA-FY-A3NN-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.762,0,0.08,0.03,0.127,0,0,0
TCGA-DJ-A3V9-01A,THCA,simu_bulk_2ds_ref,0.006,0.009,0,0.583,0,0.178,0.154,0.067,0.003,0,0
TCGA-E8-A2JQ-01A,THCA,simu_bulk_2ds_ref,0.088,0.048,0.111,0.448,0,0.059,0.087,0.158,0,0.001,0
TCGA-EM-A4FH-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.7,0,0.223,0.074,0,0,0.003,0
TCGA-IM-A420-01A,THCA,simu_bulk_2ds_ref,0.053,0.036,0.029,0.643,0,0.066,0.049,0.122,0,0.002,0
TCGA-EM-A22K-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.688,0,0.2,0.081,0.03,0,0,0
TCGA-EM-A2P0-01A,THCA,simu_bulk_2ds_ref,0,0.002,0,0.711,0,0.155,0.086,0.044,0.003,0,0
TCGA-BJ-A28R-01A,THCA,simu_bulk_2ds_ref,0.035,0.03,0.026,0.668,0,0.103,0.044,0.094,0,0,0
TCGA-ET-A3BX-01A,THCA,simu_bulk_2ds_ref,0,0.006,0,0.855,0,0.037,0.013,0.089,0,0,0
TCGA-FY-A4B4-01A,THCA,simu_bulk_2ds_ref,0.001,0.018,0,0.702,0,0.109,0.064,0.101,0.002,0.003,0
TCGA-ET-A3DQ-01A,THCA,simu_bulk_2ds_ref,0.1,0.067,0.031,0.347,0.012,0.16,0.18,0.093,0.006,0.004,0
TCGA-ET-A3DO-01A,THCA,simu_bulk_2ds_ref,0.087,0.055,0.038,0.526,0,0.066,0.062,0.164,0,0.001,0
TCGA-E8-A416-01A,THCA,simu_bulk_2ds_ref,0.019,0.015,0.015,0.6,0,0.139,0.186,0.023,0.002,0.001,0
TCGA-DJ-A1QG-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.605,0,0.243,0.062,0.088,0.001,0.002,0
TCGA-EM-A2OY-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.851,0,0.116,0.022,0.011,0,0.001,0
TCGA-EL-A3CP-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.736,0,0.129,0.133,0,0.001,0,0
TCGA-BJ-A45F-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.605,0,0.262,0.089,0.043,0.001,0,0
TCGA-EM-A4FV-01A,THCA,simu_bulk_2ds_ref,0.063,0.03,0.016,0.494,0.001,0.158,0.081,0.146,0.001,0.009,0
TCGA-EM-A2P1-01A,THCA,simu_bulk_2ds_ref,0.159,0.091,0.059,0.336,0,0.075,0.091,0.189,0.001,0,0
TCGA-EL-A4JW-01A,THCA,simu_bulk_2ds_ref,0,0.007,0.001,0.651,0.005,0.176,0.115,0.041,0,0.002,0
TCGA-EM-A3AI-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.686,0,0.208,0.105,0,0,0.001,0
TCGA-EL-A3GX-01A,THCA,simu_bulk_2ds_ref,0,0.023,0.001,0.695,0,0.044,0.013,0.223,0,0.001,0
TCGA-FY-A3NP-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.786,0,0.15,0.055,0.008,0,0,0
TCGA-FY-A4B3-01A,THCA,simu_bulk_2ds_ref,0,0.008,0,0.692,0,0.151,0.135,0.013,0.001,0,0
TCGA-ET-A39R-01A,THCA,simu_bulk_2ds_ref,0.044,0.041,0.064,0.485,0.002,0.092,0.078,0.177,0,0.017,0
TCGA-EL-A3CY-01A,THCA,simu_bulk_2ds_ref,0.093,0.138,0.041,0.092,0.023,0.168,0.177,0.25,0.009,0.009,0.001
TCGA-EM-A4FM-01A,THCA,simu_bulk_2ds_ref,0,0.028,0,0.688,0,0.044,0.17,0.07,0,0,0
TCGA-DJ-A4UL-01A,THCA,simu_bulk_2ds_ref,0,0.023,0,0.744,0,0.105,0.042,0.079,0,0.008,0
TCGA-KS-A4I1-01A,THCA,simu_bulk_2ds_ref,0,0.018,0.001,0.876,0.001,0.037,0.033,0.034,0,0,0
TCGA-EM-A2P3-01A,THCA,simu_bulk_2ds_ref,0,0.013,0,0.638,0,0.069,0.198,0.08,0.001,0,0
TCGA-BJ-A2P4-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.599,0.002,0.25,0.11,0.031,0.002,0.006,0
TCGA-KS-A4I5-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.681,0.001,0.205,0.101,0.011,0.001,0,0
TCGA-EL-A3ZS-01A,THCA,simu_bulk_2ds_ref,0.093,0.062,0.024,0.403,0.001,0.154,0.146,0.114,0.001,0.003,0
TCGA-EM-A3SX-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.624,0,0.28,0.078,0.015,0.002,0.001,0
TCGA-EM-A1YB-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.703,0.001,0.207,0.04,0.048,0,0.001,0
TCGA-ET-A39I-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.764,0,0.157,0.079,0,0,0,0
TCGA-E8-A419-01A,THCA,simu_bulk_2ds_ref,0.074,0.046,0.027,0.581,0,0.05,0.037,0.174,0,0.01,0
TCGA-BJ-A45G-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.693,0,0.184,0.095,0.028,0,0,0
TCGA-EL-A3CZ-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.693,0,0.2,0.073,0.034,0,0,0
TCGA-ET-A39O-01A,THCA,simu_bulk_2ds_ref,0.003,0.003,0.015,0.687,0,0.048,0.074,0.171,0,0,0
TCGA-BJ-A192-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.763,0,0.114,0.046,0.075,0,0.001,0
TCGA-EL-A3CN-01A,THCA,simu_bulk_2ds_ref,0.038,0.04,0.035,0.599,0.001,0.064,0.087,0.135,0,0,0
TCGA-EM-A4FK-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.777,0,0.196,0.027,0,0,0,0
TCGA-BJ-A0Z0-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.803,0,0.147,0.049,0,0,0,0
TCGA-FY-A76V-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.518,0,0.233,0.158,0.088,0.003,0,0
TCGA-DJ-A2PY-01A,THCA,simu_bulk_2ds_ref,0,0.017,0,0.621,0,0.074,0.158,0.129,0,0,0
TCGA-IM-A41Z-01A,THCA,simu_bulk_2ds_ref,0.001,0.017,0.017,0.634,0,0.158,0.033,0.135,0,0.004,0
TCGA-FE-A232-01A,THCA,simu_bulk_2ds_ref,0.012,0.006,0.005,0.679,0,0.082,0.087,0.128,0,0.002,0
TCGA-BJ-A0Z5-01A,THCA,simu_bulk_2ds_ref,0,0.002,0,0.814,0,0.112,0.018,0.053,0,0.001,0
TCGA-EM-A2CS-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.617,0,0.159,0.191,0.033,0,0,0
TCGA-EM-A1CW-01A,THCA,simu_bulk_2ds_ref,0.072,0.001,0.028,0.598,0,0.16,0.067,0.072,0,0.001,0
TCGA-KS-A4I9-01A,THCA,simu_bulk_2ds_ref,0,0.014,0,0.725,0,0.093,0.051,0.116,0,0,0
TCGA-DJ-A13T-01A,THCA,simu_bulk_2ds_ref,0,0,0.004,0.7,0,0.186,0.068,0.042,0.001,0,0
TCGA-ET-A4KQ-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.605,0,0.231,0.164,0,0.001,0,0
TCGA-EL-A3T8-01A,THCA,simu_bulk_2ds_ref,0,0.001,0,0.613,0,0.216,0.115,0.052,0.001,0.002,0
TCGA-FY-A3RA-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.85,0,0.088,0.037,0.025,0,0,0
TCGA-BJ-A28X-01A,THCA,simu_bulk_2ds_ref,0.143,0.076,0.04,0.3,0.004,0.094,0.139,0.201,0.001,0.003,0
TCGA-EM-A22M-01A,THCA,simu_bulk_2ds_ref,0.125,0.046,0.052,0.398,0.001,0.078,0.061,0.222,0,0.018,0
TCGA-ET-A40T-01A,THCA,simu_bulk_2ds_ref,0.023,0.03,0.014,0.508,0,0.151,0.159,0.108,0.001,0.006,0
TCGA-FK-A3SH-01A,THCA,simu_bulk_2ds_ref,0,0,0.001,0.843,0,0.068,0.079,0.009,0,0,0
TCGA-E8-A438-01A,THCA,simu_bulk_2ds_ref,0,0.001,0,0.625,0,0.257,0.096,0.012,0,0.008,0
TCGA-E8-A44M-01A,THCA,simu_bulk_2ds_ref,0.154,0.064,0.091,0.306,0,0.099,0.087,0.189,0,0.009,0
TCGA-EM-A2CR-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.724,0.001,0.102,0.102,0.07,0,0,0
TCGA-BJ-A0ZG-01A,THCA,simu_bulk_2ds_ref,0.001,0.002,0.002,0.618,0,0.214,0.151,0.007,0,0.005,0
TCGA-EL-A3MY-01A,THCA,simu_bulk_2ds_ref,0.009,0.04,0,0.549,0.001,0.054,0.231,0.107,0.009,0,0
TCGA-DJ-A1QO-01A,THCA,simu_bulk_2ds_ref,0.001,0.004,0,0.713,0,0.073,0.049,0.159,0.001,0,0
TCGA-ET-A25G-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.851,0,0.026,0.065,0.057,0,0,0
TCGA-EM-A3OB-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.794,0,0.164,0.042,0,0,0,0
TCGA-DO-A1JZ-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.807,0,0.087,0.098,0.008,0,0,0
TCGA-ET-A39K-01A,THCA,simu_bulk_2ds_ref,0,0.017,0.009,0.763,0,0.07,0.05,0.09,0.001,0.001,0
TCGA-ET-A3DS-01A,THCA,simu_bulk_2ds_ref,0.055,0.008,0,0.715,0,0.144,0.075,0.002,0,0,0
TCGA-EL-A4KH-01A,THCA,simu_bulk_2ds_ref,0,0.012,0,0.663,0,0.158,0.085,0.082,0,0,0
TCGA-DE-A4MB-01A,THCA,simu_bulk_2ds_ref,0,0.016,0,0.579,0,0.082,0.133,0.188,0.002,0,0
TCGA-EM-A3O7-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.769,0,0.145,0.048,0.036,0,0.002,0
TCGA-EL-A3CU-01A,THCA,simu_bulk_2ds_ref,0.094,0.064,0.011,0.465,0.001,0.084,0.161,0.119,0.001,0,0
TCGA-EM-A3SZ-01A,THCA,simu_bulk_2ds_ref,0.044,0.025,0.007,0.753,0,0.05,0.022,0.097,0.001,0,0
TCGA-FY-A3WA-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.748,0,0.149,0.081,0,0.001,0.001,0.021
TCGA-BJ-A0Z3-01A,THCA,simu_bulk_2ds_ref,0.202,0.074,0.025,0.408,0.01,0.108,0.101,0.071,0,0.001,0
TCGA-FY-A3TY-01A,THCA,simu_bulk_2ds_ref,0.002,0.033,0,0.326,0.012,0.133,0.289,0.194,0.009,0.001,0
TCGA-EL-A3TB-01A,THCA,simu_bulk_2ds_ref,0.001,0.008,0,0.763,0,0.105,0.079,0.044,0,0,0
TCGA-DJ-A2PS-01A,THCA,simu_bulk_2ds_ref,0.023,0.032,0.011,0.591,0,0.13,0.122,0.087,0.003,0,0
TCGA-E8-A2EA-01A,THCA,simu_bulk_2ds_ref,0.041,0.028,0.037,0.507,0,0.061,0.109,0.215,0,0.002,0
TCGA-DJ-A2Q1-01A,THCA,simu_bulk_2ds_ref,0.045,0.058,0.001,0.569,0.002,0.044,0.117,0.162,0.001,0,0
TCGA-DJ-A3VK-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.618,0,0.23,0.093,0.047,0.004,0.007,0
TCGA-EM-A2CN-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.893,0,0.036,0.071,0,0,0,0
TCGA-BJ-A0ZF-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.716,0,0.111,0.123,0.049,0,0.001,0
TCGA-EM-A3FK-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.836,0,0.107,0.057,0,0,0,0
TCGA-BJ-A0ZE-01A,THCA,simu_bulk_2ds_ref,0.007,0,0,0.884,0,0.106,0.001,0.002,0,0,0
TCGA-DJ-A3V4-01A,THCA,simu_bulk_2ds_ref,0.002,0.004,0,0.669,0,0.124,0.132,0.068,0,0,0
TCGA-ET-A3BP-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.698,0,0.171,0.072,0.049,0.001,0.009,0
TCGA-DJ-A2PU-01A,THCA,simu_bulk_2ds_ref,0,0.018,0.001,0.561,0.001,0.214,0.127,0.077,0,0,0
TCGA-J8-A3O0-01A,THCA,simu_bulk_2ds_ref,0,0.002,0.001,0.697,0,0.149,0.082,0.067,0.002,0,0
TCGA-EM-A3FP-01A,THCA,simu_bulk_2ds_ref,0.026,0.001,0.023,0.567,0,0.194,0.073,0.111,0,0.005,0
TCGA-EM-A3FN-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.716,0,0.208,0.075,0,0,0.001,0
TCGA-DJ-A2PW-01A,THCA,simu_bulk_2ds_ref,0.002,0.018,0,0.731,0,0.064,0.102,0.082,0,0,0
TCGA-BJ-A0ZA-01A,THCA,simu_bulk_2ds_ref,0.035,0.002,0.002,0.637,0,0.169,0.079,0.068,0.002,0.006,0
TCGA-EM-A2OV-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.746,0,0.219,0.029,0.003,0,0.004,0
TCGA-FY-A3R7-01A,THCA,simu_bulk_2ds_ref,0.002,0.032,0.009,0.558,0,0.174,0.146,0.078,0.001,0,0
TCGA-FK-A3S3-01A,THCA,simu_bulk_2ds_ref,0,0,0.001,0.682,0,0.17,0.124,0.021,0,0,0
TCGA-EM-A1CS-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.685,0,0.145,0.112,0.057,0.001,0,0
TCGA-EL-A3T9-01A,THCA,simu_bulk_2ds_ref,0,0.019,0,0.586,0,0.04,0.241,0.112,0.001,0,0
TCGA-BJ-A2N7-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.739,0,0.137,0.093,0.031,0,0,0
TCGA-ET-A40S-01A,THCA,simu_bulk_2ds_ref,0.019,0.056,0.017,0.602,0,0.08,0.047,0.161,0.013,0.004,0
TCGA-EL-A3ZO-01A,THCA,simu_bulk_2ds_ref,0.021,0.061,0.005,0.597,0,0.038,0.135,0.143,0.001,0,0
TCGA-FE-A231-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.803,0,0.056,0,0.141,0,0,0
TCGA-EL-A3GQ-01A,THCA,simu_bulk_2ds_ref,0,0.009,0,0.465,0,0.203,0.226,0.095,0.001,0.002,0
TCGA-E8-A437-01A,THCA,simu_bulk_2ds_ref,0,0.008,0,0.741,0,0.131,0.092,0.027,0,0.001,0
TCGA-DE-A69K-01A,THCA,simu_bulk_2ds_ref,0,0.013,0,0.727,0,0.122,0.057,0.08,0,0,0
TCGA-DJ-A2PP-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.73,0,0.226,0.043,0,0,0,0
TCGA-FY-A4B0-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.677,0.002,0.138,0.093,0.084,0.001,0.006,0
TCGA-DJ-A3UK-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.622,0,0.207,0.095,0.075,0.001,0,0
TCGA-BJ-A3PT-01A,THCA,simu_bulk_2ds_ref,0,0.032,0.011,0.529,0.001,0.171,0.135,0.112,0.003,0.006,0
TCGA-EM-A2CT-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.765,0,0.156,0.078,0.001,0,0,0
TCGA-EL-A3D5-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.728,0,0.177,0.088,0,0,0.006,0
TCGA-EL-A3GV-01A,THCA,simu_bulk_2ds_ref,0,0.039,0.002,0.568,0.002,0.129,0.114,0.135,0.011,0,0
TCGA-BJ-A45I-01A,THCA,simu_bulk_2ds_ref,0.037,0.046,0.013,0.566,0.002,0.109,0.118,0.107,0.001,0.002,0
TCGA-EM-A3AJ-01A,THCA,simu_bulk_2ds_ref,0.101,0.058,0.059,0.324,0.001,0.191,0.109,0.146,0,0.009,0
TCGA-BJ-A2N9-01A,THCA,simu_bulk_2ds_ref,0.038,0.002,0.02,0.745,0,0.053,0.004,0.129,0,0.01,0
TCGA-KS-A4I7-01A,THCA,simu_bulk_2ds_ref,0,0.021,0.001,0.683,0,0.116,0.102,0.073,0.001,0.002,0
TCGA-KS-A4ID-01A,THCA,simu_bulk_2ds_ref,0.095,0.024,0.032,0.492,0,0.125,0.032,0.19,0.001,0.008,0
TCGA-FE-A230-01A,THCA,simu_bulk_2ds_ref,0.069,0.028,0.036,0.667,0,0.052,0.035,0.113,0,0.001,0
TCGA-DJ-A2Q5-01A,THCA,simu_bulk_2ds_ref,0.171,0.065,0.039,0.395,0.001,0.091,0.102,0.132,0,0.003,0
TCGA-EL-A4K2-01A,THCA,simu_bulk_2ds_ref,0.002,0.024,0.001,0.484,0,0.179,0.086,0.222,0.001,0.002,0
TCGA-EL-A4K4-01A,THCA,simu_bulk_2ds_ref,0,0.011,0,0.609,0,0.055,0.212,0.112,0,0,0
TCGA-EM-A22L-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.731,0,0.189,0.08,0,0,0,0
TCGA-DE-A0XZ-01A,THCA,simu_bulk_2ds_ref,0.088,0.054,0.023,0.49,0.001,0.125,0.091,0.122,0,0.005,0
TCGA-EL-A3T7-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.728,0,0.09,0.075,0.106,0,0,0
TCGA-EM-A3FR-01A,THCA,simu_bulk_2ds_ref,0.001,0.001,0,0.762,0,0.142,0.091,0,0.003,0.001,0
TCGA-ET-A2N0-01A,THCA,simu_bulk_2ds_ref,0.05,0.028,0.005,0.785,0.001,0.042,0.028,0.058,0,0.002,0
TCGA-E8-A44K-01A,THCA,simu_bulk_2ds_ref,0.021,0.004,0.005,0.715,0,0.075,0.089,0.09,0,0.001,0
TCGA-DJ-A4UW-01A,THCA,simu_bulk_2ds_ref,0,0.023,0,0.441,0,0.184,0.293,0.058,0.001,0,0
TCGA-EL-A3CO-01A,THCA,simu_bulk_2ds_ref,0.016,0.021,0.02,0.243,0.002,0.204,0.244,0.239,0.003,0.008,0
TCGA-DE-A4MA-01A,THCA,simu_bulk_2ds_ref,0,0.028,0,0.859,0,0.022,0.014,0.077,0,0,0
TCGA-E8-A432-01A,THCA,simu_bulk_2ds_ref,0,0.012,0,0.463,0,0.213,0.2,0.109,0.001,0.001,0
TCGA-BJ-A18Y-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.657,0,0.184,0.119,0.039,0,0,0
TCGA-DJ-A13X-01A,THCA,simu_bulk_2ds_ref,0,0.002,0,0.647,0,0.17,0.11,0.07,0.002,0,0
TCGA-BJ-A190-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.779,0,0.16,0.06,0,0,0,0
TCGA-FE-A238-01A,THCA,simu_bulk_2ds_ref,0,0.011,0,0.774,0.002,0.091,0.057,0.065,0,0.001,0
TCGA-FK-A3SB-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.602,0,0.245,0.129,0.024,0.001,0,0
TCGA-4C-A93U-01A,THCA,simu_bulk_2ds_ref,0.006,0.049,0.001,0.459,0,0.133,0.206,0.145,0,0,0
TCGA-EM-A3SY-01A,THCA,simu_bulk_2ds_ref,0,0,0.001,0.828,0,0.093,0,0.078,0,0,0
TCGA-EL-A4KG-01A,THCA,simu_bulk_2ds_ref,0,0.009,0,0.736,0,0.051,0.055,0.149,0,0,0
TCGA-DJ-A2PR-01A,THCA,simu_bulk_2ds_ref,0.019,0.04,0.032,0.691,0,0.102,0.055,0.06,0,0,0
TCGA-DJ-A3UP-01A,THCA,simu_bulk_2ds_ref,0.003,0.002,0.001,0.7,0,0.17,0.082,0.038,0,0.004,0
TCGA-FE-A22Z-01A,THCA,simu_bulk_2ds_ref,0,0.007,0,0.769,0,0.051,0.106,0.067,0,0,0
TCGA-E8-A242-01A,THCA,simu_bulk_2ds_ref,0.024,0.039,0.018,0.549,0,0.054,0.144,0.171,0,0,0
TCGA-EM-A3AL-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.603,0,0.277,0.118,0,0,0.002,0
TCGA-ET-A3BN-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.809,0,0.111,0.069,0.011,0.001,0,0
TCGA-E3-A3E5-01A,THCA,simu_bulk_2ds_ref,0,0.008,0,0.733,0,0.177,0.072,0.009,0.001,0,0
TCGA-ET-A2N3-01B,THCA,simu_bulk_2ds_ref,0,0,0,0.75,0,0.192,0.058,0,0,0,0
TCGA-BJ-A2N8-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.742,0,0.14,0.042,0.077,0,0,0
TCGA-DJ-A3US-01A,THCA,simu_bulk_2ds_ref,0.083,0.055,0.064,0.452,0.005,0.141,0.075,0.122,0.001,0.003,0
TCGA-L6-A4EP-01A,THCA,simu_bulk_2ds_ref,0,0.007,0,0.806,0,0.079,0.068,0.04,0,0,0
TCGA-KS-A41L-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.736,0,0.196,0.067,0,0,0.001,0
TCGA-DJ-A1QH-01A,THCA,simu_bulk_2ds_ref,0,0,0.005,0.776,0,0.035,0.113,0.071,0,0,0
TCGA-DJ-A4V0-01A,THCA,simu_bulk_2ds_ref,0.144,0.057,0.059,0.34,0.001,0.135,0.125,0.13,0,0.009,0
TCGA-EL-A3T0-01A,THCA,simu_bulk_2ds_ref,0,0.011,0.001,0.38,0,0.317,0.213,0.067,0.007,0.004,0
TCGA-EL-A3H2-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.706,0,0.194,0.047,0.042,0,0.011,0
TCGA-DJ-A4V4-01A,THCA,simu_bulk_2ds_ref,0.001,0.014,0,0.704,0,0.12,0.113,0.048,0,0,0
TCGA-EM-A4FO-01A,THCA,simu_bulk_2ds_ref,0.164,0.08,0.038,0.263,0.01,0.139,0.139,0.152,0.001,0.014,0
TCGA-DO-A2HM-01B,THCA,simu_bulk_2ds_ref,0.166,0.104,0.029,0.244,0.003,0.078,0.069,0.293,0.003,0.01,0
TCGA-DJ-A3V5-01A,THCA,simu_bulk_2ds_ref,0,0.019,0,0.667,0,0.071,0.172,0.07,0.001,0,0
TCGA-ET-A40P-01A,THCA,simu_bulk_2ds_ref,0,0,0.006,0.552,0,0.251,0.126,0.062,0.002,0.001,0
TCGA-EL-A3GS-01A,THCA,simu_bulk_2ds_ref,0,0.001,0,0.855,0,0.078,0.032,0.034,0,0,0
TCGA-EL-A3H7-01A,THCA,simu_bulk_2ds_ref,0.032,0.042,0.023,0.581,0.001,0.072,0.166,0.082,0.001,0.001,0
TCGA-DJ-A3UT-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.702,0,0.2,0.098,0,0,0,0
TCGA-FE-A3PD-01A,THCA,simu_bulk_2ds_ref,0.011,0.024,0.016,0.684,0,0.117,0.074,0.074,0,0,0
TCGA-E8-A436-01A,THCA,simu_bulk_2ds_ref,0,0.028,0.008,0.643,0,0.059,0.094,0.164,0.001,0.004,0
TCGA-DE-A3KN-01A,THCA,simu_bulk_2ds_ref,0,0.001,0.006,0.631,0,0.221,0.113,0.019,0.001,0.008,0
TCGA-MK-A4N7-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.793,0,0.098,0.097,0.012,0,0,0
TCGA-EL-A3H4-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.763,0,0.113,0.076,0.047,0,0,0
TCGA-DJ-A3VL-01A,THCA,simu_bulk_2ds_ref,0.084,0.03,0.038,0.45,0,0.156,0.092,0.145,0,0.004,0
TCGA-DJ-A2Q9-01A,THCA,simu_bulk_2ds_ref,0.116,0.05,0.008,0.339,0.02,0.061,0.197,0.201,0.005,0.003,0
TCGA-J8-A3YF-01A,THCA,simu_bulk_2ds_ref,0.047,0.034,0.018,0.626,0,0.095,0.072,0.1,0.001,0.007,0
TCGA-BJ-A45D-01A,THCA,simu_bulk_2ds_ref,0.001,0.012,0,0.642,0,0.185,0.058,0.09,0.002,0.01,0
TCGA-EM-A4FF-01A,THCA,simu_bulk_2ds_ref,0.022,0.017,0.002,0.646,0,0.107,0.084,0.12,0,0.001,0
TCGA-EL-A4JX-01A,THCA,simu_bulk_2ds_ref,0.117,0.086,0.055,0.419,0.002,0.04,0.051,0.227,0,0.004,0
TCGA-DJ-A3UZ-01A,THCA,simu_bulk_2ds_ref,0.068,0.04,0.023,0.519,0,0.173,0.116,0.057,0.001,0.001,0
TCGA-EL-A4KD-01A,THCA,simu_bulk_2ds_ref,0,0.002,0,0.485,0.001,0.296,0.151,0.056,0.001,0.008,0
TCGA-DE-A2OL-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.751,0,0.174,0.076,0,0,0,0
TCGA-EL-A3CX-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.764,0,0.038,0.072,0.123,0.002,0,0
TCGA-EL-A4K1-01A,THCA,simu_bulk_2ds_ref,0,0.001,0.001,0.665,0,0.148,0.107,0.079,0,0.001,0
TCGA-DJ-A4UR-01A,THCA,simu_bulk_2ds_ref,0.006,0.002,0.001,0.567,0,0.24,0.124,0.051,0,0.009,0
TCGA-DJ-A2QB-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.658,0,0.228,0.053,0.06,0.001,0,0
TCGA-EL-A4JV-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.697,0,0.215,0.087,0.001,0,0.001,0
TCGA-ET-A3DV-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.858,0,0.102,0.04,0,0,0,0
TCGA-E8-A434-01A,THCA,simu_bulk_2ds_ref,0,0.007,0,0.73,0,0.097,0.115,0.049,0.001,0,0
TCGA-EM-A2P2-01A,THCA,simu_bulk_2ds_ref,0,0,0.002,0.725,0,0.149,0.123,0,0,0,0
TCGA-EM-A1CV-01A,THCA,simu_bulk_2ds_ref,0,0,0,0.729,0,0.146,0.06,0.064,0,0,0
