gene_name,gene_ids,n_cells,total_counts,n_counts
PHF1,ENSG00000112511,65607,741.0,436968.2
PHF10,ENSG00000130024,52234,213.0,320745.97
PHF11,ENSG00000136147,78129,1715.0,514399.4
PHF12,ENSG00000109118,54903,287.0,305397.38
PHF13,ENSG00000116273,20243,68.0,121325.97
PHF14,ENSG00000106443,128754,997.0,888478.94
PHF19,ENSG00000119403,59926,758.0,402635.34
PHF2,ENSG00000197724,27892,86.0,162966.72
PHF20,ENSG00000025293,117391,1512.0,777402.1
PHF20L1,ENSG00000129292,111733,914.0,727104.06
PHF21A,ENSG00000135365,42768,242.0,252245.6
PHF21B,,3779,,22258.904
PHF23,ENSG00000040633,51186,280.0,326058.3
PHF3,ENSG00000118482,105234,654.0,682592.2
PHF5A,ENSG00000100410,95458,1024.0,643635.7
PHF6,ENSG00000156531,69875,268.0,417227.78
PHF7,ENSG00000010318,14538,134.0,87018.24
PHF8,ENSG00000172943,32586,164.0,194841.94
PHGDH,ENSG00000092621,45018,240.0,289070.8
PHGR1,,13960,,112321.26
PHIP,ENSG00000146247,125285,1453.0,838496.06
PHKA1,,7852,,46509.703
PHKA2,ENSG00000044446,23191,108.0,131500.55
PHKB,ENSG00000102893,81942,523.0,510349.25
PHKG1,ENSG00000164776,29523,219.0,172919.14
PHKG2,ENSG00000156873,64603,462.0,349521.22
PHLDA1,ENSG00000139289,125968,2262.0,910955.3
PHLDA2,ENSG00000181649,100060,494.0,767448.0
PHLDA3,ENSG00000174307,61095,94.0,405523.1
PHLDB1,,46718,40.0,265444.72
PHLDB2,,31219,27.0,162591.73
PHLDB3,ENSG00000176531,26372,131.0,141868.48
PHLPP1,ENSG00000081913,27479,45.0,132729.39
PHLPP2,ENSG00000040199,18377,70.0,75075.73
PHOSPHO1,,903,,7192.015
PHOSPHO2,ENSG00000144362,19464,70.0,115273.38
PHOX2A,,181,,570.3894
PHPT1,ENSG00000054148,201572,2718.0,1595474.8
PHRF1,ENSG00000070047,37377,232.0,220271.16
PHTF1,ENSG00000116793,41704,723.0,248112.31
PHTF2,ENSG00000006576,56493,628.0,346211.88
PHYH,ENSG00000107537,57672,428.0,363112.62
PHYHD1,,34009,13.0,158008.16
PHYHIP,,3323,,21457.658
PHYHIPL,,12690,,86678.336
PHYKPL,ENSG00000175309,60478,1712.0,407319.53
PI15,,6977,,47920.043
PI16,ENSG00000164530,3023,30.0,20257.98
PI3,ENSG00000124102,15993,,121842.83
PI4K2A,ENSG00000155252,28534,161.0,167149.66
PI4K2B,ENSG00000038210,30161,330.0,182318.22
PI4KA,ENSG00000241973,44184,275.0,260782.22
PI4KB,ENSG00000143393,61140,579.0,382199.16
PIANP,,5369,,32418.127
PIAS1,ENSG00000033800,82224,655.0,532337.9
PIAS2,ENSG00000078043,57366,128.0,329247.3
PIAS3,ENSG00000131788,36669,175.0,221786.44
PIAS4,ENSG00000105229,36163,211.0,222941.73
PIBF1,ENSG00000083535,38916,198.0,230936.52
PICALM,ENSG00000073921,107054,783.0,724012.25
PICK1,ENSG00000100151,29260,117.0,177341.84
PID1,ENSG00000153823,23129,135.0,141324.53
PIDD1,ENSG00000177595,18965,191.0,87016.91
PIEZO1,ENSG00000103335,53153,254.0,326243.78
PIEZO2,,4988,,28539.479
PIF1,ENSG00000140451,24753,288.0,123484.89
PIFO,,9236,,61202.734
PIGA,ENSG00000165195,30014,110.0,147464.34
PIGB,ENSG00000069943,30326,240.0,166605.98
PIGBOS1,ENSG00000225973,34860,460.0,206962.66
PIGC,ENSG00000135845,70553,673.0,450514.38
PIGF,ENSG00000151665,72837,338.0,465854.53
PIGG,ENSG00000174227,37492,254.0,220272.27
PIGH,ENSG00000100564,61255,296.0,380399.84
PIGK,ENSG00000142892,49428,313.0,301459.97
PIGL,ENSG00000108474,29244,166.0,158868.05
PIGM,ENSG00000143315,40092,83.0,227713.16
PIGN,ENSG00000197563,25878,56.0,145803.23
PIGO,ENSG00000165282,29771,172.0,141104.86
PIGP,ENSG00000185808,103503,746.0,668310.1
PIGQ,ENSG00000007541,40349,197.0,229320.47
PIGR,,39648,,211272.98
PIGS,ENSG00000087111,66003,409.0,388215.62
PIGT,ENSG00000124155,112851,987.0,756065.0
PIGU,ENSG00000101464,36315,238.0,221155.61
PIGV,ENSG00000060642,21238,63.0,123461.16
PIGW,ENSG00000277161,28303,75.0,125348.63
PIGX,ENSG00000163964,86543,696.0,504319.1
PIGY,,10683,,76066.18
PIGZ,ENSG00000119227,15830,19.0,98685.14
PIH1D1,ENSG00000104872,119751,1029.0,815865.94
PIH1D2,,5043,,24521.676
PIH1D3,,9092,,16955.402
PIK3AP1,ENSG00000155629,36875,619.0,234964.81
PIK3C2A,ENSG00000011405,78219,149.0,446986.28
PIK3C2B,ENSG00000133056,31456,59.0,119004.37
PIK3C2G,,3266,,18389.955
PIK3C3,ENSG00000078142,48482,306.0,270590.3
PIK3CA,ENSG00000121879,45304,165.0,280455.53
PIK3CB,ENSG00000051382,45830,99.0,261800.56
PIK3CD,ENSG00000171608,38664,504.0,189366.06
PIK3CG,ENSG00000105851,21579,234.0,124416.55
PIK3IP1,ENSG00000100100,90132,2757.0,679009.9
PIK3R1,ENSG00000145675,99807,950.0,699658.2
PIK3R2,,22178,10.0,102991.805
PIK3R3,ENSG00000117461,39493,78.0,211052.8
PIK3R4,ENSG00000196455,23900,94.0,139556.12
PIK3R5,ENSG00000141506,23045,256.0,137782.8
PIK3R6,ENSG00000276231,5349,64.0,33371.08
PIKFYVE,ENSG00000115020,47915,256.0,258708.06
PILRA,ENSG00000085514,34799,233.0,236531.98
PILRB,ENSG00000121716,64361,325.0,389941.5
PIM1,ENSG00000137193,83072,1861.0,585216.56
PIM2,ENSG00000102096,61674,1944.0,451596.62
PIM3,ENSG00000198355,116343,2260.0,830397.25
PIN1,ENSG00000127445,160840,2517.0,1145216.4
PIN4,ENSG00000102309,131706,1126.0,905280.3
PINK1,ENSG00000158828,60265,124.0,392574.12
PINLYP,ENSG00000234465,8307,41.0,52352.332
PINX1,ENSG00000254093,31449,227.0,190952.3
PIP,,2312,,15941.848
PIP4K2A,ENSG00000150867,88253,1586.0,626442.7
PIP4K2B,ENSG00000276293,36933,113.0,219991.62
PIP4K2C,ENSG00000166908,33700,206.0,200630.83
PIP5K1A,ENSG00000143398,49003,241.0,310184.6
PIP5K1B,ENSG00000107242,11289,82.0,71080.875
PIP5K1C,ENSG00000186111,31888,168.0,195304.78
PIP5KL1,,13765,,58778.387
PIPOX,,19630,,72129.28
PIR,,33907,,187968.4
PIRT,,545,,3518.1733
PISD,ENSG00000241878,43464,266.0,262187.44
PITHD1,ENSG00000057757,106317,850.0,712363.5
PITPNA,ENSG00000174238,69562,522.0,442810.38
PITPNB,ENSG00000180957,87709,740.0,563685.56
PITPNC1,ENSG00000154217,51438,666.0,318303.34
PITPNM1,ENSG00000110697,30340,498.0,171357.55
PITPNM2,ENSG00000090975,9198,61.0,51841.965
PITPNM3,,3854,,21363.295
PITRM1,ENSG00000107959,38342,195.0,223560.19
PITX1,,17628,,113625.87
PITX2,,2353,,14663.63
PIWIL1,ENSG00000125207,6416,15.0,11164.202
PIWIL2,,19290,,45126.5
PIWIL3,,12844,,19607.648
PIWIL4,,4097,13.0,23910.78
PJA1,ENSG00000181191,31240,185.0,194535.47
PJA2,ENSG00000198961,116364,649.0,810641.75
PKD1,ENSG00000008710,45875,130.0,229985.61
PKD1L1,,556,,2642.8125
PKD1L2,,133,,396.39594
PKD1L3,,378,,963.88446
PKD2,ENSG00000118762,30943,65.0,188789.39
PKD2L1,,2661,,16641.055
PKD2L2,,11776,,40768.004
PKDCC,,11005,,72562.664
PKDREJ,,250,,1002.84515
PKHD1,,2837,,18136.553
PKHD1L1,ENSG00000205038,2752,14.0,18766.215
PKIA,ENSG00000171033,22974,134.0,147250.56
PKIB,ENSG00000135549,51382,408.0,331662.25
PKIG,ENSG00000168734,70727,144.0,479248.38
PKLR,,891,,2291.6226
PKM,ENSG00000067225,240825,14250.0,2062242.6
PKMYT1,ENSG00000127564,20002,202.0,121690.95
PKN1,ENSG00000123143,100679,1360.0,662907.4
PKN2,ENSG00000065243,94811,286.0,607479.8
PKN3,ENSG00000160447,9015,23.0,51906.336
PKNOX1,ENSG00000160199,52528,267.0,277910.1
PKNOX2,,3786,,22217.01
PKP1,,9504,,61265.496
PKP2,,28638,17.0,130123.44
PKP3,,42396,19.0,285555.84
PKP4,ENSG00000144283,47379,37.0,281720.22
PLA1A,ENSG00000144837,7091,31.0,38312.625
PLA2G10,,10501,,72414.01
PLA2G12A,ENSG00000123739,80697,177.0,492105.7
PLA2G12B,,1330,,4128.0283
PLA2G15,ENSG00000103066,32879,97.0,188147.53
PLA2G16,ENSG00000176485,106807,1625.0,768097.94
PLA2G1B,,7949,,59145.965
PLA2G2A,,17565,,142143.08
PLA2G2C,,8327,,11508.784
PLA2G2D,,7028,,11723.033
PLA2G2F,,339,,2050.5
PLA2G3,,163,,946.7004
PLA2G4A,ENSG00000116711,12254,11.0,76076.48
PLA2G4B,,8194,,25550.686
PLA2G4C,,23541,51.0,120487.33
PLA2G4D,,1281,,2083.2083
PLA2G4E,,13476,,16679.375
PLA2G4F,,2431,,14386.363
PLA2G5,,6537,,42677.043
PLA2G6,ENSG00000184381,16222,89.0,86438.97
PLA2G7,ENSG00000146070,23775,183.0,151533.88
PLA2R1,,15256,,45207.57
PLAA,ENSG00000137055,36021,313.0,214162.38
PLAC1,,342,,1612.6503
PLAC8,ENSG00000145287,74820,4102.0,518909.5
PLAC8L1,,525,,2907.283
PLAC9,,19768,,155395.75
PLAG1,ENSG00000181690,9376,21.0,55871.89
PLAGL1,ENSG00000118495,32314,239.0,197440.38
PLAGL2,ENSG00000126003,26884,126.0,155035.23
PLAT,ENSG00000104368,51497,85.0,328418.5
PLAU,ENSG00000122861,52572,208.0,373186.03
PLAUR,ENSG00000011422,104952,2783.0,801503.5
PLB1,ENSG00000163803,7835,19.0,45281.883
PLBD1,ENSG00000121316,49469,247.0,333443.9
PLBD2,ENSG00000151176,32922,176.0,170572.78
PLCB1,ENSG00000182621,28863,25.0,150317.95
PLCB2,ENSG00000137841,25925,399.0,164690.12
PLCB3,ENSG00000149782,24938,90.0,140397.28
PLCB4,,14441,,91501.03
PLCD1,ENSG00000187091,14872,120.0,89622.63
PLCD3,,31098,17.0,133795.75
PLCD4,,2020,,8265.349
PLCE1,ENSG00000138193,32447,33.0,160928.06
PLCG1,ENSG00000124181,27657,262.0,168684.16
PLCG2,ENSG00000197943,39966,356.0,269626.56
PLCH1,,3474,,20013.512
PLCH2,ENSG00000149527,5111,82.0,32706.498
PLCL1,ENSG00000115896,8283,38.0,51422.66
PLCL2,ENSG00000154822,19434,192.0,118574.625
PLCXD1,ENSG00000182378,34051,91.0,137393.4
PLCXD2,,10787,14.0,59418.715
PLCXD3,,1989,,12835.719
PLD1,ENSG00000075651,21903,34.0,109676.91
PLD2,ENSG00000129219,18962,56.0,115090.87
PLD3,ENSG00000105223,130594,907.0,932340.75
PLD4,ENSG00000166428,20910,895.0,153678.97
PLD5,,2049,,11877.055
PLD6,ENSG00000179598,17636,36.0,78102.79
PLEC,ENSG00000178209,107222,593.0,739512.3
PLEK,ENSG00000115956,58891,1280.0,434045.25
PLEK2,ENSG00000100558,31671,68.0,209218.75
PLEKHA1,ENSG00000107679,75956,581.0,448968.2
PLEKHA2,ENSG00000169499,74717,798.0,433495.53
PLEKHA3,ENSG00000116095,83106,645.0,530296.5
PLEKHA4,ENSG00000105559,23469,12.0,147407.6
PLEKHA5,ENSG00000052126,68384,85.0,366031.47
PLEKHA6,,12273,,73079.055
PLEKHA7,,16144,,58654.844
PLEKHA8,ENSG00000106086,23006,55.0,138559.1
PLEKHB1,ENSG00000021300,31112,107.0,208942.66
PLEKHB2,ENSG00000115762,125334,920.0,838380.6
PLEKHD1,,11967,,36244.887
PLEKHF1,ENSG00000166289,34184,1525.0,228990.97
PLEKHF2,ENSG00000175895,57030,412.0,366285.06
PLEKHG1,ENSG00000120278,22695,52.0,110211.6
PLEKHG2,ENSG00000090924,43805,365.0,206726.45
PLEKHG3,ENSG00000126822,23349,45.0,116589.37
PLEKHG4,ENSG00000196155,7719,38.0,44103.52
PLEKHG4B,,19155,,33732.375
PLEKHG5,,7357,,34297.21
PLEKHG6,,6309,,32572.656
PLEKHG7,ENSG00000187510,1633,,10120.787
PLEKHH1,,25986,,94983.695
PLEKHH2,,27802,,115322.86
PLEKHH3,ENSG00000068137,33677,12.0,159410.88
PLEKHJ1,ENSG00000104886,125894,1462.0,854772.44
PLEKHM1,ENSG00000225190,38716,245.0,214119.83
PLEKHM2,ENSG00000116786,47326,176.0,290392.56
PLEKHM3,,19389,16.0,51075.76
PLEKHN1,ENSG00000187583,10280,143.0,64034.957
PLEKHO1,ENSG00000023902,78546,1461.0,541730.6
PLEKHO2,ENSG00000241839,37510,347.0,240821.55
PLEKHS1,,8093,,46833.477
PLG,,3346,,13573.638
PLGLB1,ENSG00000183281,10852,,40893.4
PLGLB2,,4201,,15160.093
PLGRKT,ENSG00000107020,85649,1025.0,563929.6
PLIN1,,368,,1948.1305
PLIN2,ENSG00000147872,100819,899.0,782008.06
PLIN3,ENSG00000105355,104637,788.0,676974.1
PLIN4,,1939,,10214.221
PLIN5,,19402,,80356.75
PLK1,ENSG00000166851,26601,230.0,155385.6
PLK2,ENSG00000145632,58020,75.0,388922.12
PLK3,ENSG00000173846,85614,729.0,585468.6
PLK4,ENSG00000142731,9747,108.0,55353.527
PLK5,,281,,1716.9752
PLLP,,36666,13.0,199932.12
PLN,,7038,,54034.57
PLOD1,ENSG00000083444,64237,153.0,382674.8
PLOD2,,48986,,323241.4
PLOD3,ENSG00000106397,67167,303.0,423817.53
PLP1,,11558,,94947.82
PLP2,ENSG00000102007,171840,5472.0,1343488.6
PLRG1,ENSG00000171566,61637,601.0,388922.6
PLS1,,22767,,144586.08
PLS3,ENSG00000102024,67183,105.0,436868.4
PLSCR1,ENSG00000188313,116453,2406.0,829866.56
PLSCR2,,3238,,10778.825
PLSCR4,,15399,,100898.34
PLSCR5,,661,,2003.6133
PLTP,ENSG00000100979,65684,98.0,468413.1
PLVAP,ENSG00000130300,19533,33.0,159060.5
PLXDC1,ENSG00000161381,26729,71.0,115195.46
PLXDC2,ENSG00000120594,59495,179.0,417070.94
PLXNA1,ENSG00000114554,32296,32.0,190471.56
PLXNA2,,22377,,137837.9
PLXNA3,ENSG00000130827,38985,149.0,191059.95
PLXNA4,,5080,17.0,30003.836
PLXNB1,ENSG00000164050,27014,16.0,164336.95
PLXNB2,ENSG00000196576,74078,136.0,482986.0
PLXNB3,,3358,,16338.916
PLXNC1,ENSG00000136040,29116,159.0,190418.92
PLXND1,ENSG00000004399,41788,89.0,271906.03
PM20D1,ENSG00000162877,824,,3385.9976
PM20D2,ENSG00000146281,53528,190.0,279927.5
PMAIP1,ENSG00000141682,98320,4865.0,724703.2
PMCH,ENSG00000183395,2569,,14699.558
PMEL,,1534,,8469.234
PMEPA1,ENSG00000124225,106959,556.0,809898.6
PMF1,ENSG00000160783,115127,2004.0,782767.06
PMF1-BGLAP,,10220,,49323.086
PMFBP1,,3954,,17189.355
PML,ENSG00000140464,64309,679.0,377815.22
PMM1,ENSG00000100417,65322,598.0,420181.78
PMM2,ENSG00000140650,37626,107.0,210534.06
PMP2,,24455,,222747.48
PMP22,ENSG00000109099,73038,209.0,550171.1
PMPCA,ENSG00000165688,72487,590.0,436241.78
PMPCB,ENSG00000105819,105065,1192.0,689014.06
PMS1,ENSG00000064933,45113,172.0,258588.19
PMS2,ENSG00000122512,33701,239.0,198075.67
PMVK,ENSG00000163344,123741,1530.0,854394.4
PNCK,,2663,,16636.602
PNISR,ENSG00000132424,219004,5265.0,1685045.1
PNKD,ENSG00000127838,143395,1253.0,1014376.94
PNKP,ENSG00000039650,82181,1070.0,551542.2
PNLDC1,,622,,3829.097
PNLIP,,5176,,38979.434
PNLIPRP1,,7923,,28871.734
PNLIPRP3,,147,,940.2337
PNMA1,ENSG00000176903,49468,356.0,318348.47
PNMA2,,30364,,127430.56
PNMA3,,1583,16.0,7741.9707
PNMA5,ENSG00000198883,958,40.0,6824.2075
PNMA6A,,2012,,11464.678
PNMAL1,,11582,,35910.387
PNMAL2,,1163,,6665.3706
PNMT,,1826,,11483.982
PNN,ENSG00000100941,167747,2319.0,1212012.1
PNO1,ENSG00000115946,71607,470.0,429966.3
PNOC,ENSG00000168081,6328,95.0,42086.523
PNP,ENSG00000198805,70216,528.0,443579.06
PNPLA1,,9339,,12929.478
PNPLA2,ENSG00000177666,80759,540.0,541131.2
PNPLA3,,14617,,37711.273
PNPLA4,ENSG00000006757,49409,120.0,291126.25
PNPLA6,ENSG00000032444,45644,494.0,289274.7
PNPLA7,,7472,44.0,45911.95
PNPLA8,ENSG00000135241,92778,554.0,602270.9
PNPO,ENSG00000108439,48133,108.0,238079.84
PNPT1,ENSG00000138035,72019,473.0,423355.2
PNRC1,ENSG00000146278,225403,7798.0,1834011.2
PNRC2,ENSG00000189266,103016,1427.0,722778.2
POC1A,ENSG00000164087,18758,124.0,113741.805
POC1B,ENSG00000139323,41674,248.0,219243.12
POC1B-GALNT4,,17863,,30256.65
POC5,ENSG00000152359,21812,201.0,126930.77
PODN,,13524,,66913.9
PODNL1,,7067,,42387.54
PODXL,,31041,,207095.08
PODXL2,ENSG00000114631,42786,32.0,289254.1
POF1B,,8722,,55579.195
POFUT1,ENSG00000101346,45677,89.0,226594.58
POFUT2,ENSG00000186866,28035,135.0,168749.27
POGK,ENSG00000143157,53179,201.0,324513.7
POGLUT1,ENSG00000163389,42730,242.0,242173.42
POGZ,ENSG00000143442,85575,352.0,527309.7
POLA1,ENSG00000101868,18595,73.0,100518.164
POLA2,ENSG00000014138,30684,253.0,144486.39
POLB,ENSG00000070501,40296,236.0,230018.8
POLD1,ENSG00000062822,22647,240.0,134766.12
POLD2,ENSG00000106628,112652,675.0,798378.44
POLD3,ENSG00000077514,41936,281.0,251213.95
POLD4,ENSG00000175482,131031,398.0,918044.4
POLDIP2,ENSG00000004142,102325,801.0,683751.75
POLDIP3,ENSG00000100227,60031,562.0,376680.06
POLE,ENSG00000177084,26582,119.0,122273.92
POLE2,ENSG00000100479,12075,117.0,69450.92
POLE3,ENSG00000148229,105426,987.0,700110.44
POLE4,ENSG00000115350,134020,1459.0,965549.9
POLG,ENSG00000140521,40943,644.0,250578.58
POLG2,ENSG00000256525,32222,137.0,194028.12
POLH,ENSG00000170734,32190,104.0,127095.32
POLI,ENSG00000101751,28160,97.0,146551.75
POLK,ENSG00000122008,70988,616.0,429262.22
POLL,ENSG00000166169,31890,220.0,193348.39
POLM,ENSG00000122678,36102,424.0,231763.89
POLN,ENSG00000130997,14952,17.0,48308.008
POLQ,ENSG00000051341,12474,56.0,52425.613
POLR1A,ENSG00000068654,33979,95.0,160953.14
POLR1B,ENSG00000125630,19756,74.0,111035.76
POLR1C,ENSG00000171453,48466,183.0,278181.47
POLR1D,ENSG00000186184,184790,2644.0,1376140.4
POLR1E,ENSG00000137054,39361,412.0,239257.73
POLR2A,ENSG00000181222,103458,719.0,665450.25
POLR2B,ENSG00000047315,96333,1092.0,628866.2
POLR2C,ENSG00000102978,103433,1146.0,686701.8
POLR2D,ENSG00000144231,61374,373.0,355077.72
POLR2E,ENSG00000099817,159954,2518.0,1133282.8
POLR2F,ENSG00000100142,172935,1753.0,1280652.1
POLR2G,ENSG00000168002,149249,2825.0,1072925.9
POLR2H,ENSG00000163882,122753,966.0,843331.6
POLR2I,ENSG00000105258,170896,1651.0,1290125.5
POLR2J,ENSG00000005075,191165,2416.0,1462271.6
POLR2J2,ENSG00000228049,25827,480.0,137261.08
POLR2J3,ENSG00000168255,131220,3939.0,929250.3
POLR2K,ENSG00000147669,178801,2674.0,1327282.4
POLR2L,ENSG00000177700,245842,6044.0,2080318.1
POLR2M,ENSG00000255529,56133,415.0,343880.78
POLR3A,ENSG00000148606,39692,176.0,195757.98
POLR3B,ENSG00000013503,15023,36.0,81265.82
POLR3C,ENSG00000186141,36102,232.0,201579.28
POLR3D,ENSG00000168495,48425,231.0,297822.72
POLR3E,ENSG00000058600,56276,364.0,327372.9
POLR3F,ENSG00000132664,28634,134.0,173457.36
POLR3G,ENSG00000113356,17601,,104037.28
POLR3GL,ENSG00000121851,117496,1819.0,812341.94
POLR3H,ENSG00000100413,64121,260.0,395043.9
POLR3K,ENSG00000161980,91664,836.0,601553.94
POLRMT,ENSG00000099821,34040,363.0,211155.25
POM121,ENSG00000196313,70062,241.0,397163.03
POM121C,ENSG00000272391,61277,260.0,363635.5
POMC,ENSG00000115138,18009,631.0,119006.39
POMGNT1,ENSG00000085998,66681,468.0,396772.06
POMGNT2,ENSG00000144647,13124,36.0,82409.96
POMK,,4552,,15444.105
POMP,ENSG00000132963,246567,7018.0,2070527.2
POMT1,ENSG00000130714,31895,175.0,174586.56
POMT2,ENSG00000009830,23727,19.0,112539.12
POMZP3,ENSG00000146707,23470,147.0,118847.445
PON1,,2832,,8401.945
PON2,ENSG00000105854,102836,527.0,728385.9
PON3,,8986,71.0,48021.93
POP1,ENSG00000104356,21081,65.0,117849.01
POP4,ENSG00000105171,87476,867.0,549050.0
POP5,ENSG00000167272,101636,1043.0,678888.2
POP7,ENSG00000172336,111831,784.0,785598.8
POPDC2,ENSG00000121577,7047,27.0,39687.81
POPDC3,,2287,,12920.28
POR,ENSG00000127948,82625,385.0,543386.25
PORCN,ENSG00000102312,22670,143.0,137451.44
POSTN,,20263,,164733.81
POT1,ENSG00000128513,25499,168.0,152367.28
POTEC,,654,,1309.0365
POTEE,,16675,,58141.105
POTEF,,15280,,38559.023
POTEG,,10619,,22819.232
POTEH,,497,,1592.6158
POTEI,,13520,,45993.008
POTEJ,,13028,,43078.516
POTEM,,3597,,5949.13
POU2AF1,ENSG00000110777,24368,146.0,101203.266
POU2F1,ENSG00000143190,54660,305.0,290833.16
POU2F2,ENSG00000028277,46065,1019.0,322022.34
POU2F3,,9381,,31409.09
POU3F1,ENSG00000185668,5804,28.0,37566.164
POU3F2,,15057,,111684.62
POU3F3,,11788,,88085.8
POU3F4,,3310,,21261.201
POU4F1,,856,,5279.635
POU5F1,,26285,,94971.016
POU5F1B,,10946,,22517.572
POU5F2,ENSG00000248483,15747,81.0,56971.31
POU6F1,,15436,,46644.305
POU6F2,,2747,,9009.021
PP2D1,,2250,,7488.772
PPA1,ENSG00000180817,186265,4716.0,1435318.2
PPA2,ENSG00000138777,105913,933.0,688807.8
PPAN,ENSG00000130810,50907,550.0,334912.62
PPAN-P2RY11,,3237,,15187.019
PPAP2A,,18529,,136786.06
PPAP2B,,16530,,121328.03
PPAP2C,,16017,,117330.85
PPAPDC1A,,3150,,21763.783
PPAPDC1B,,23780,,160347.0
PPAPDC2,,3469,,21754.133
PPAPDC3,,616,,3860.2693
PPARA,ENSG00000186951,45063,97.0,206603.86
PPARD,ENSG00000112033,44267,148.0,221338.53
PPARG,ENSG00000132170,27557,36.0,161381.28
PPARGC1A,,5475,,30396.172
PPARGC1B,ENSG00000155846,18514,41.0,75332.84
PPAT,ENSG00000128059,33967,117.0,199726.19
PPBP,,823,,6604.1895
PPCDC,ENSG00000138621,34824,270.0,210115.02
PPCS,ENSG00000127125,127053,1414.0,873600.8
PPDPF,ENSG00000125534,256503,10267.0,2300778.5
PPEF1,,305,,1968.5149
PPEF2,,13420,,19878.47
PPFIA1,ENSG00000131626,76206,405.0,473879.88
PPFIA2,,8703,,57944.46
PPFIA3,,21392,,130947.63
PPFIA4,,2934,,17005.682
PPFIBP1,ENSG00000110841,69696,23.0,390822.3
PPFIBP2,ENSG00000166387,20950,33.0,128689.22
PPHLN1,ENSG00000134283,123703,2030.0,842407.4
PPIA,ENSG00000196262,304940,16816.0,2917452.5
PPIAL4B,,248,,564.19135
PPIAL4C,,7905,,21817.12
PPIAL4D,,7460,,20548.113
PPIAL4E,,8546,,20645.02
PPIAL4F,,7831,,19197.04
PPIAL4G,ENSG00000236334,13049,32.0,28692.459
PPIB,ENSG00000166794,251593,6195.0,2153817.2
PPIC,,71274,,497584.7
PPID,ENSG00000171497,86855,719.0,526237.1
PPIE,ENSG00000084072,94312,732.0,595491.0
PPIF,ENSG00000108179,81316,898.0,531211.0
PPIG,ENSG00000138398,181114,2308.0,1320169.8
PPIH,ENSG00000171960,77296,880.0,507879.25
PPIL1,ENSG00000137168,45127,334.0,282476.97
PPIL2,ENSG00000100023,44890,401.0,273352.8
PPIL3,ENSG00000240344,72751,825.0,458090.03
PPIL4,ENSG00000131013,79961,402.0,508052.1
PPIL6,,24169,,70601.43
PPIP5K1,,13387,35.0,61031.605
PPIP5K2,ENSG00000145725,65993,348.0,384938.66
PPL,,23531,19.0,149056.77
PPM1A,ENSG00000100614,86051,670.0,540449.4
PPM1B,ENSG00000138032,89594,1154.0,546793.06
PPM1D,ENSG00000170836,35801,128.0,172448.19
PPM1E,,2776,,16275.263
PPM1F,ENSG00000100034,39054,190.0,204409.17
PPM1G,ENSG00000115241,156012,2579.0,1122144.6
PPM1H,ENSG00000111110,16829,,98661.16
PPM1J,ENSG00000155367,5646,46.0,34093.62
PPM1K,ENSG00000163644,92346,1535.0,575131.56
PPM1L,ENSG00000163590,19491,17.0,90562.23
PPM1M,ENSG00000164088,35323,1127.0,232069.02
PPM1N,ENSG00000213889,18160,191.0,111854.5
PPME1,ENSG00000214517,57626,202.0,359426.53
PPOX,ENSG00000143224,28595,206.0,168933.44
PPP1CA,ENSG00000172531,206065,7764.0,1610907.9
PPP1CB,ENSG00000213639,198790,2653.0,1561267.6
PPP1CC,ENSG00000186298,164675,2473.0,1179635.8
PPP1R10,ENSG00000204569,114222,675.0,778443.5
PPP1R11,ENSG00000204619,116825,1271.0,783994.56
PPP1R12A,ENSG00000058272,141904,2029.0,984365.25
PPP1R12B,ENSG00000077157,48411,161.0,233928.75
PPP1R12C,ENSG00000125503,37068,180.0,228756.03
PPP1R13B,ENSG00000088808,19801,47.0,117615.79
PPP1R13L,ENSG00000104881,38615,65.0,198469.84
PPP1R14A,ENSG00000167641,31644,427.0,240666.75
PPP1R14B,ENSG00000173457,139346,2872.0,1112938.8
PPP1R14C,,14273,,88188.945
PPP1R14D,,4881,,30581.377
PPP1R15A,ENSG00000087074,198912,6850.0,1611348.9
PPP1R15B,ENSG00000158615,85568,384.0,522326.72
PPP1R16A,ENSG00000160972,58169,158.0,359997.88
PPP1R16B,ENSG00000101445,18729,546.0,109263.92
PPP1R17,,257,,1328.3918
PPP1R18,ENSG00000146112,114763,3381.0,803348.9
PPP1R1A,,2614,,14232.927
PPP1R1B,,21912,,165482.42
PPP1R1C,,6644,,42386.86
PPP1R2,ENSG00000184203,160016,3230.0,1149731.5
PPP1R21,ENSG00000162869,36870,269.0,226994.97
PPP1R26,,16762,,99261.51
PPP1R27,,1082,,5065.3594
PPP1R32,,3417,12.0,19893.379
PPP1R35,ENSG00000160813,72264,731.0,483257.47
PPP1R36,,2490,,13773.347
PPP1R37,ENSG00000104866,40910,193.0,226834.44
PPP1R3B,ENSG00000173281,44382,134.0,209003.47
PPP1R3C,,5770,,34143.68
PPP1R3D,ENSG00000132825,15975,78.0,101516.125
PPP1R3E,ENSG00000235194,24512,152.0,155322.69
PPP1R3F,ENSG00000049769,7763,103.0,47482.91
PPP1R3G,,11250,,28632.805
PPP1R42,,2845,,14091.676
PPP1R7,ENSG00000115685,122451,1905.0,835386.6
PPP1R8,ENSG00000117751,54353,585.0,345420.1
PPP1R9A,,28321,,177244.34
PPP1R9B,ENSG00000108819,39377,319.0,245273.28
PPP2CA,ENSG00000113575,147798,1753.0,1036968.94
